asset_id,asset_type,asset_category
asset_2576,PC,IT
asset_2577,Server,IT
asset_2578,ECG,Medical
asset_2579,Laptop,IT
asset_2580,Infusion Pump,Medical
asset_2581,ECG,Medical
asset_2582,PC,IT
asset_2583,Server,IT
asset_2584,Server,IT
asset_2585,Laptop,IT
asset_2586,PC,IT
asset_2587,ECG,Medical
asset_2588,Server,IT
asset_2589,Laptop,IT
asset_2590,PC,IT
asset_2591,Laptop,IT
asset_2592,PC,IT
asset_2593,PC,IT
asset_2594,Laptop,IT
asset_2595,Infusion Pump,Medical
asset_2596,Server,IT
asset_2597,Server,IT
asset_2598,Server,IT
asset_2599,Infusion Pump,Medical
asset_2600,PC,IT
asset_2601,Laptop,IT
asset_2602,PC,IT
asset_2603,ECG,Medical
asset_2604,ECG,Medical
asset_2605,Server,IT
asset_2606,Infusion Pump,Medical
asset_2607,Server,IT
asset_2608,PC,IT
asset_2609,ECG,Medical
asset_2610,Server,IT
asset_2611,Laptop,IT
asset_2612,Server,IT
asset_2613,Server,IT
asset_2614,PC,IT
asset_2615,Infusion Pump,Medical
asset_2616,Laptop,IT
asset_2617,Infusion Pump,Medical
asset_2618,PC,IT
asset_2619,PC,IT
asset_2620,Server,IT
asset_2621,Laptop,IT
asset_2622,Server,IT
asset_2623,Infusion Pump,Medical
asset_2624,Laptop,IT
asset_2625,Laptop,IT
asset_2626,Laptop,IT
asset_2627,ECG,Medical
asset_2628,Server,IT
asset_2629,PC,IT
asset_2630,Server,IT
asset_2631,Server,IT
asset_2632,PC,IT
asset_2633,Laptop,IT
asset_2634,Laptop,IT
asset_2635,Laptop,IT
asset_2636,Server,IT
asset_2637,ECG,Medical
asset_2638,Server,IT
asset_2639,ECG,Medical
asset_2640,MRI Scanner,Medical
asset_2641,Laptop,IT
asset_2642,PC,IT
asset_2643,Laptop,IT
asset_2644,Server,IT
asset_2645,PC,IT
asset_2646,MRI Scanner,Medical
asset_2647,Infusion Pump,Medical
asset_2648,ECG,Medical
asset_2649,ECG,Medical
asset_2650,Server,IT
asset_2651,ECG,Medical
asset_2652,Laptop,IT
asset_2653,Laptop,IT
asset_2654,Server,IT
asset_2655,PC,IT
asset_2656,MRI Scanner,Medical
asset_2657,Laptop,IT
asset_2658,PC,IT
asset_2659,MRI Scanner,Medical
asset_2660,Server,IT
asset_2661,Infusion Pump,Medical
asset_2662,PC,IT
asset_2663,Laptop,IT
asset_2664,Server,IT
asset_2665,Infusion Pump,Medical
asset_2666,ECG,Medical
asset_2667,Server,IT
asset_2668,Server,IT
asset_2669,MRI Scanner,Medical
asset_2670,Laptop,IT
asset_2671,Laptop,IT
asset_2672,MRI Scanner,Medical
asset_2673,Laptop,IT
asset_2674,Laptop,IT
asset_2675,PC,IT
asset_2676,Server,IT
asset_2677,MRI Scanner,Medical
asset_2678,Server,IT
asset_2679,Server,IT
asset_2680,Laptop,IT
asset_2681,Laptop,IT
asset_2682,PC,IT
asset_2683,PC,IT
asset_2684,Laptop,IT
asset_2685,Server,IT
asset_2686,PC,IT
asset_2687,PC,IT
asset_2688,Laptop,IT
asset_2689,PC,IT
asset_2690,Server,IT
asset_2691,Infusion Pump,Medical
asset_2692,ECG,Medical
asset_2693,Infusion Pump,Medical
asset_2694,ECG,Medical
asset_2695,ECG,Medical
asset_2696,MRI Scanner,Medical
asset_2697,Infusion Pump,Medical
asset_2698,Laptop,IT
asset_2699,PC,IT
asset_2700,Laptop,IT
asset_2701,PC,IT
asset_2702,Laptop,IT
asset_2703,PC,IT
asset_2704,Laptop,IT
asset_2705,Server,IT
asset_2706,Laptop,IT
asset_2707,Server,IT
asset_2708,Server,IT
asset_2709,Server,IT
asset_2710,Infusion Pump,Medical
asset_2711,Laptop,IT
asset_2712,PC,IT
asset_2713,Infusion Pump,Medical
asset_2714,Server,IT
asset_2715,Server,IT
asset_2716,MRI Scanner,Medical
asset_2717,PC,IT
asset_2718,Laptop,IT
asset_2719,MRI Scanner,Medical
asset_2720,MRI Scanner,Medical
asset_2721,Infusion Pump,Medical
asset_2722,MRI Scanner,Medical
asset_2723,PC,IT
asset_2724,Server,IT
asset_2725,Laptop,IT
asset_2726,PC,IT
asset_2727,PC,IT
asset_2728,MRI Scanner,Medical
asset_2729,ECG,Medical
asset_2730,Laptop,IT
asset_2731,PC,IT
asset_2732,MRI Scanner,Medical
asset_2733,Server,IT
asset_2734,Infusion Pump,Medical
asset_2735,ECG,Medical
asset_2736,Server,IT
asset_2737,Server,IT
asset_2738,ECG,Medical
asset_2739,Infusion Pump,Medical
asset_2740,Server,IT
asset_2741,Infusion Pump,Medical
asset_2742,MRI Scanner,Medical
asset_2743,Server,IT
asset_2744,ECG,Medical
asset_2745,PC,IT
asset_2746,Infusion Pump,Medical
asset_2747,Infusion Pump,Medical
asset_2748,MRI Scanner,Medical
asset_2749,Laptop,IT
asset_2750,Laptop,IT
asset_2751,Laptop,IT
asset_2752,Laptop,IT
asset_2753,PC,IT
asset_2754,Laptop,IT
asset_2755,Laptop,IT
asset_2756,Infusion Pump,Medical
asset_2757,Server,IT
asset_2758,Server,IT
asset_2759,PC,IT
asset_2760,Laptop,IT
asset_2761,Infusion Pump,Medical
asset_2762,Server,IT
asset_2763,PC,IT
asset_2764,MRI Scanner,Medical
asset_2765,ECG,Medical
asset_2766,Server,IT
asset_2767,Server,IT
asset_2768,Server,IT
asset_2769,ECG,Medical
asset_2770,PC,IT
asset_2771,PC,IT
asset_2772,Server,IT
asset_2773,Server,IT
asset_2774,PC,IT
asset_2775,Laptop,IT
asset_2776,Server,IT
asset_2777,Laptop,IT
asset_2778,Laptop,IT
asset_2779,Server,IT
asset_2780,PC,IT
asset_2781,Infusion Pump,Medical
asset_2782,Infusion Pump,Medical
asset_2783,ECG,Medical
asset_2784,Laptop,IT
asset_2785,Laptop,IT
asset_2786,Server,IT
asset_2787,ECG,Medical
asset_2788,Server,IT
asset_2789,PC,IT
asset_2790,ECG,Medical
asset_2791,Server,IT
asset_2792,Laptop,IT
asset_2793,PC,IT
asset_2794,Server,IT
asset_2795,MRI Scanner,Medical
asset_2796,Laptop,IT
asset_2797,Infusion Pump,Medical
asset_2798,Server,IT
asset_2799,Laptop,IT
asset_2800,PC,IT
asset_2801,MRI Scanner,Medical
asset_2802,Laptop,IT
asset_2803,Server,IT
asset_2804,Server,IT
asset_2805,Server,IT
asset_2806,Server,IT
asset_2807,PC,IT
asset_2808,Laptop,IT
asset_2809,Server,IT
asset_2810,Server,IT
asset_2811,MRI Scanner,Medical
asset_2812,ECG,Medical
asset_2813,Server,IT
asset_2814,PC,IT
asset_2815,PC,IT
asset_2816,Server,IT
asset_2817,PC,IT
asset_2818,PC,IT
asset_2819,Server,IT
asset_2820,MRI Scanner,Medical
asset_2821,Server,IT
asset_2822,PC,IT
asset_2823,Server,IT
asset_2824,Server,IT
asset_2825,Server,IT
asset_2826,ECG,Medical
asset_2827,ECG,Medical
asset_2828,ECG,Medical
asset_2829,Laptop,IT
asset_2830,Server,IT
asset_2831,Laptop,IT
asset_2832,Laptop,IT
asset_2833,Server,IT
asset_2834,Laptop,IT
asset_2835,PC,IT
asset_2836,Laptop,IT
asset_2837,PC,IT
asset_2838,Infusion Pump,Medical
asset_2839,Infusion Pump,Medical
asset_2840,Laptop,IT
asset_2841,PC,IT
asset_2842,PC,IT
asset_2843,PC,IT
asset_2844,Server,IT
asset_2845,ECG,Medical
asset_2846,Server,IT
asset_2847,PC,IT
asset_2848,Laptop,IT
asset_2849,Infusion Pump,Medical
asset_2850,MRI Scanner,Medical
asset_2851,Laptop,IT
asset_2852,PC,IT
asset_2853,ECG,Medical
asset_2854,Infusion Pump,Medical
asset_2855,Laptop,IT
asset_2856,Laptop,IT
asset_2857,Server,IT
asset_2858,ECG,Medical
asset_2859,ECG,Medical
asset_2860,Infusion Pump,Medical
asset_2861,Laptop,IT
asset_2862,Infusion Pump,Medical
asset_2863,Laptop,IT
asset_2864,PC,IT
asset_2865,Server,IT
asset_2866,Server,IT
asset_2867,Laptop,IT
asset_2868,PC,IT
asset_2869,Laptop,IT
asset_2870,Laptop,IT
asset_2871,PC,IT
asset_2872,Infusion Pump,Medical
asset_2873,Laptop,IT
asset_2874,Laptop,IT
asset_2875,Server,IT
asset_2876,PC,IT
asset_2877,Laptop,IT
asset_2878,Server,IT
asset_2879,PC,IT
asset_2880,Laptop,IT
asset_2881,PC,IT
asset_2882,Server,IT
asset_2883,Laptop,IT
asset_2884,Laptop,IT
asset_2885,PC,IT
asset_2886,ECG,Medical
asset_2887,Laptop,IT
asset_2888,PC,IT
asset_2889,Server,IT
asset_2890,Laptop,IT
asset_2891,Infusion Pump,Medical
asset_2892,PC,IT
asset_2893,PC,IT
asset_2894,MRI Scanner,Medical
asset_2895,Server,IT
asset_2896,PC,IT
asset_2897,ECG,Medical
asset_2898,ECG,Medical
asset_2899,Server,IT
asset_2900,PC,IT
asset_2901,ECG,Medical
asset_2902,Laptop,IT
asset_2903,ECG,Medical
asset_2904,Infusion Pump,Medical
asset_2905,Server,IT
asset_2906,Server,IT
asset_2907,PC,IT
asset_2908,Server,IT
asset_2909,PC,IT
asset_2910,Infusion Pump,Medical
asset_2911,Laptop,IT
asset_2912,MRI Scanner,Medical
asset_2913,Infusion Pump,Medical
asset_2914,Server,IT
asset_2915,Laptop,IT
asset_2916,Laptop,IT
asset_2917,Server,IT
asset_2918,Infusion Pump,Medical
asset_2919,MRI Scanner,Medical
asset_2920,MRI Scanner,Medical
asset_2921,PC,IT
asset_2922,PC,IT
asset_2923,PC,IT
asset_2924,MRI Scanner,Medical
asset_2925,Laptop,IT
asset_2926,Laptop,IT
asset_2927,Laptop,IT
asset_2928,Server,IT
asset_2929,Laptop,IT
asset_2930,Laptop,IT
asset_2931,Server,IT
asset_2932,PC,IT
asset_2933,Server,IT
asset_2934,ECG,Medical
asset_2935,Server,IT
asset_2936,Laptop,IT
asset_2937,PC,IT
asset_2938,Infusion Pump,Medical
asset_2939,Server,IT
asset_2940,ECG,Medical
asset_2941,Laptop,IT
asset_2942,MRI Scanner,Medical
asset_2943,Laptop,IT
asset_2944,ECG,Medical
asset_2945,Server,IT
asset_2946,Server,IT
asset_2947,Infusion Pump,Medical
asset_2948,Server,IT
asset_2949,Laptop,IT
asset_2950,ECG,Medical
asset_2951,Server,IT
asset_2952,ECG,Medical
asset_2953,Server,IT
asset_2954,Server,IT
asset_2955,Server,IT
asset_2956,PC,IT
asset_2957,Server,IT
asset_2958,Laptop,IT
asset_2959,Server,IT
asset_2960,Infusion Pump,Medical
asset_2961,MRI Scanner,Medical
asset_2962,Laptop,IT
asset_2963,Server,IT
asset_2964,MRI Scanner,Medical
asset_2965,PC,IT
asset_2966,Server,IT
asset_2967,Server,IT
asset_2968,ECG,Medical
asset_2969,MRI Scanner,Medical
asset_2970,PC,IT
asset_2971,PC,IT
asset_2972,Server,IT
asset_2973,PC,IT
asset_2974,MRI Scanner,Medical
asset_2975,ECG,Medical
asset_2976,Server,IT
asset_2977,ECG,Medical
asset_2978,ECG,Medical
asset_2979,ECG,Medical
asset_2980,Laptop,IT
asset_2981,Server,IT
asset_2982,PC,IT
asset_2983,MRI Scanner,Medical
asset_2984,Laptop,IT
asset_2985,Server,IT
asset_2986,Laptop,IT
asset_2987,Infusion Pump,Medical
asset_2988,Infusion Pump,Medical
asset_2989,ECG,Medical
asset_2990,PC,IT
asset_2991,Server,IT
asset_2992,Server,IT
asset_2993,Server,IT
asset_2994,Server,IT
asset_2995,Laptop,IT
asset_2996,Infusion Pump,Medical
asset_2997,PC,IT
asset_2998,Server,IT
asset_2999,Laptop,IT
asset_3000,Server,IT
asset_3001,Server,IT
asset_3002,Laptop,IT
asset_3003,PC,IT
asset_3004,Laptop,IT
asset_3005,MRI Scanner,Medical
asset_3006,ECG,Medical
asset_3007,Infusion Pump,Medical
asset_3008,Infusion Pump,Medical
asset_3009,Server,IT
asset_3010,PC,IT
asset_3011,ECG,Medical
asset_3012,Laptop,IT
asset_3013,Laptop,IT
asset_3014,Server,IT
asset_3015,PC,IT
asset_3016,MRI Scanner,Medical
asset_3017,PC,IT
asset_3018,Server,IT
asset_3019,PC,IT
asset_3020,PC,IT
asset_3021,PC,IT
asset_3022,Laptop,IT
asset_3023,PC,IT
asset_3024,Laptop,IT
asset_3025,ECG,Medical
asset_3026,Server,IT
asset_3027,Server,IT
asset_3028,Laptop,IT
asset_3029,PC,IT
asset_3030,PC,IT
asset_3031,Laptop,IT
asset_3032,MRI Scanner,Medical
asset_3033,Server,IT
asset_3034,Server,IT
asset_3035,MRI Scanner,Medical
asset_3036,Server,IT
asset_3037,Server,IT
asset_3038,Infusion Pump,Medical
asset_3039,Server,IT
asset_3040,PC,IT
asset_3041,Server,IT
asset_3042,Laptop,IT
asset_3043,Server,IT
asset_3044,Server,IT
asset_3045,Server,IT
asset_3046,Laptop,IT
asset_3047,PC,IT
asset_3048,PC,IT
asset_3049,ECG,Medical
asset_3050,MRI Scanner,Medical
asset_3051,Infusion Pump,Medical
asset_3052,Laptop,IT
asset_3053,PC,IT
asset_3054,PC,IT
asset_3055,MRI Scanner,Medical
asset_3056,PC,IT
asset_3057,Server,IT
asset_3058,PC,IT
asset_3059,Laptop,IT
asset_3060,Server,IT
asset_3061,PC,IT
asset_3062,Infusion Pump,Medical
asset_3063,MRI Scanner,Medical
asset_3064,PC,IT
asset_3065,MRI Scanner,Medical
asset_3066,Infusion Pump,Medical
asset_3067,PC,IT
asset_3068,PC,IT
asset_3069,PC,IT
asset_3070,Infusion Pump,Medical
asset_3071,Laptop,IT
asset_3072,Server,IT
asset_3073,Laptop,IT
asset_3074,Laptop,IT
asset_3075,Laptop,IT
asset_3076,Server,IT
asset_3077,PC,IT
asset_3078,PC,IT
asset_3079,Server,IT
asset_3080,Infusion Pump,Medical
asset_3081,MRI Scanner,Medical
asset_3082,Laptop,IT
asset_3083,PC,IT
asset_3084,MRI Scanner,Medical
asset_3085,ECG,Medical
asset_3086,ECG,Medical
asset_3087,Server,IT
asset_3088,Laptop,IT
asset_3089,ECG,Medical
asset_3090,PC,IT
asset_3091,PC,IT
asset_3092,Server,IT
asset_3093,Infusion Pump,Medical
asset_3094,Server,IT
asset_3095,PC,IT
asset_3096,Laptop,IT
asset_3097,MRI Scanner,Medical
asset_3098,MRI Scanner,Medical
asset_3099,PC,IT
asset_3100,Laptop,IT
asset_3101,ECG,Medical
asset_3102,ECG,Medical
asset_3103,MRI Scanner,Medical
asset_3104,PC,IT
asset_3105,MRI Scanner,Medical
asset_3106,Server,IT
asset_3107,ECG,Medical
asset_3108,Laptop,IT
asset_3109,Server,IT
asset_3110,Server,IT
asset_3111,PC,IT
asset_3112,Laptop,IT
asset_3113,Laptop,IT
asset_3114,PC,IT
asset_3115,Laptop,IT
asset_3116,Laptop,IT
asset_3117,Server,IT
asset_3118,ECG,Medical
asset_3119,PC,IT
asset_3120,MRI Scanner,Medical
asset_3121,Server,IT
asset_3122,PC,IT
asset_3123,ECG,Medical
asset_3124,Server,IT
asset_3125,PC,IT
asset_3126,Server,IT
asset_3127,PC,IT
asset_3128,Server,IT
asset_3129,Laptop,IT
asset_3130,Laptop,IT
asset_3131,MRI Scanner,Medical
asset_3132,Laptop,IT
asset_3133,PC,IT
asset_3134,Laptop,IT
asset_3135,Server,IT
asset_3136,Server,IT
asset_3137,Laptop,IT
asset_3138,Server,IT
asset_3139,Laptop,IT
asset_3140,Infusion Pump,Medical
asset_3141,Server,IT
asset_3142,Server,IT
asset_3143,PC,IT
asset_3144,Server,IT
asset_3145,Laptop,IT
asset_3146,Server,IT
asset_3147,Laptop,IT
asset_3148,Laptop,IT
asset_3149,PC,IT
asset_3150,Server,IT
asset_3151,Laptop,IT
asset_3152,PC,IT
asset_3153,Infusion Pump,Medical
asset_3154,PC,IT
asset_3155,Infusion Pump,Medical
asset_3156,PC,IT
asset_3157,Server,IT
asset_3158,PC,IT
asset_3159,Laptop,IT
asset_3160,PC,IT
asset_3161,Infusion Pump,Medical
asset_3162,PC,IT
asset_3163,PC,IT
asset_3164,Server,IT
asset_3165,Laptop,IT
asset_3166,Server,IT
asset_3167,PC,IT
asset_3168,PC,IT
asset_3169,MRI Scanner,Medical
asset_3170,Laptop,IT
asset_3171,Laptop,IT
asset_3172,ECG,Medical
asset_3173,Laptop,IT
asset_3174,Server,IT
asset_3175,Server,IT
asset_3176,Server,IT
asset_3177,Laptop,IT
asset_3178,PC,IT
asset_3179,Server,IT
asset_3180,Server,IT
asset_3181,PC,IT
asset_3182,Infusion Pump,Medical
asset_3183,Infusion Pump,Medical
asset_3184,Laptop,IT
asset_3185,Infusion Pump,Medical
asset_3186,Server,IT
asset_3187,ECG,Medical
asset_3188,ECG,Medical
asset_3189,Server,IT
asset_3190,Infusion Pump,Medical
asset_3191,ECG,Medical
asset_3192,PC,IT
asset_3193,ECG,Medical
asset_3194,Laptop,IT
asset_3195,Server,IT
asset_3196,Laptop,IT
asset_3197,ECG,Medical
asset_3198,Server,IT
asset_3199,Infusion Pump,Medical
asset_3200,Laptop,IT
asset_3201,ECG,Medical
asset_3202,PC,IT
asset_3203,Laptop,IT
asset_3204,Laptop,IT
asset_3205,Laptop,IT
asset_3206,Server,IT
asset_3207,ECG,Medical
asset_3208,MRI Scanner,Medical
asset_3209,Server,IT
asset_3210,Laptop,IT
asset_3211,ECG,Medical
asset_3212,PC,IT
asset_3213,PC,IT
asset_3214,PC,IT
asset_3215,Laptop,IT
asset_3216,PC,IT
asset_3217,PC,IT
asset_3218,PC,IT
asset_3219,PC,IT
asset_3220,ECG,Medical
asset_3221,Server,IT
asset_3222,ECG,Medical
asset_3223,PC,IT
asset_3224,PC,IT
asset_3225,Infusion Pump,Medical
asset_3226,Infusion Pump,Medical
asset_3227,Laptop,IT
asset_3228,PC,IT
asset_3229,PC,IT
asset_3230,Laptop,IT
asset_3231,PC,IT
asset_3232,MRI Scanner,Medical
asset_3233,PC,IT
asset_3234,Laptop,IT
asset_3235,Server,IT
asset_3236,Server,IT
asset_3237,Infusion Pump,Medical
asset_3238,PC,IT
asset_3239,Laptop,IT
asset_3240,ECG,Medical
asset_3241,Laptop,IT
asset_3242,PC,IT
asset_3243,Laptop,IT
asset_3244,ECG,Medical
asset_3245,PC,IT
asset_3246,Laptop,IT
asset_3247,Laptop,IT
asset_3248,Server,IT
asset_3249,MRI Scanner,Medical
asset_3250,Laptop,IT
asset_3251,PC,IT
asset_3252,Server,IT
asset_3253,PC,IT
asset_3254,MRI Scanner,Medical
asset_3255,PC,IT
asset_3256,PC,IT
asset_3257,ECG,Medical
asset_3258,Laptop,IT
asset_3259,ECG,Medical
asset_3260,Laptop,IT
asset_3261,Infusion Pump,Medical
asset_3262,Laptop,IT
asset_3263,Laptop,IT
asset_3264,PC,IT
asset_3265,PC,IT
asset_3266,Laptop,IT
asset_3267,Server,IT
asset_3268,MRI Scanner,Medical
asset_3269,PC,IT
asset_3270,Laptop,IT
asset_3271,Server,IT
asset_3272,Server,IT
asset_3273,Server,IT
asset_3274,ECG,Medical
asset_3275,MRI Scanner,Medical
asset_3276,ECG,Medical
asset_3277,ECG,Medical
asset_3278,Server,IT
asset_3279,Infusion Pump,Medical
asset_3280,MRI Scanner,Medical
asset_3281,Server,IT
asset_3282,ECG,Medical
asset_3283,Infusion Pump,Medical
asset_3284,PC,IT
asset_3285,Server,IT
asset_3286,Server,IT
asset_3287,ECG,Medical
asset_3288,PC,IT
asset_3289,Server,IT
asset_3290,PC,IT
asset_3291,Infusion Pump,Medical
asset_3292,Server,IT
asset_3293,PC,IT
asset_3294,PC,IT
asset_3295,Laptop,IT
asset_3296,Server,IT
asset_3297,PC,IT
asset_3298,Laptop,IT
asset_3299,Server,IT
asset_3300,Server,IT
asset_3301,Laptop,IT
asset_3302,PC,IT
asset_3303,Infusion Pump,Medical
asset_3304,Laptop,IT
asset_3305,Laptop,IT
asset_3306,Laptop,IT
asset_3307,Laptop,IT
asset_3308,Infusion Pump,Medical
asset_3309,Server,IT
asset_3310,Server,IT
asset_3311,Laptop,IT
asset_3312,Server,IT
asset_3313,Laptop,IT
asset_3314,Laptop,IT
asset_3315,Infusion Pump,Medical
asset_3316,MRI Scanner,Medical
asset_3317,Laptop,IT
asset_3318,Infusion Pump,Medical
asset_3319,ECG,Medical
asset_3320,Infusion Pump,Medical
asset_3321,PC,IT
asset_3322,PC,IT
asset_3323,MRI Scanner,Medical
asset_3324,Laptop,IT
asset_3325,MRI Scanner,Medical
asset_3326,PC,IT
asset_3327,MRI Scanner,Medical
asset_3328,MRI Scanner,Medical
asset_3329,PC,IT
asset_3330,Infusion Pump,Medical
asset_3331,Laptop,IT
asset_3332,Server,IT
asset_3333,PC,IT
asset_3334,ECG,Medical
asset_3335,MRI Scanner,Medical
asset_3336,PC,IT
asset_3337,MRI Scanner,Medical
asset_3338,Server,IT
asset_3339,Laptop,IT
asset_3340,Laptop,IT
asset_3341,MRI Scanner,Medical
asset_3342,Laptop,IT
asset_3343,Laptop,IT
asset_3344,PC,IT
asset_3345,PC,IT
asset_3346,Server,IT
asset_3347,PC,IT
asset_3348,Laptop,IT
asset_3349,Laptop,IT
asset_3350,ECG,Medical
asset_3351,Infusion Pump,Medical
asset_3352,ECG,Medical
asset_3353,PC,IT
asset_3354,Infusion Pump,Medical
asset_3355,Laptop,IT
asset_3356,Server,IT
asset_3357,Server,IT
asset_3358,Laptop,IT
asset_3359,ECG,Medical
asset_3360,MRI Scanner,Medical
asset_3361,PC,IT
asset_3362,ECG,Medical
asset_3363,Laptop,IT
asset_3364,PC,IT
asset_3365,ECG,Medical
asset_3366,Laptop,IT
asset_3367,Server,IT
asset_3368,PC,IT
asset_3369,Infusion Pump,Medical
asset_3370,PC,IT
asset_3371,Infusion Pump,Medical
asset_3372,Server,IT
asset_3373,MRI Scanner,Medical
asset_3374,PC,IT
asset_3375,Laptop,IT
asset_3376,Laptop,IT
asset_3377,Laptop,IT
asset_3378,Laptop,IT
asset_3379,Laptop,IT
asset_3380,PC,IT
asset_3381,Laptop,IT
asset_3382,ECG,Medical
asset_3383,Server,IT
asset_3384,Infusion Pump,Medical
asset_3385,PC,IT
asset_3386,PC,IT
asset_3387,PC,IT
asset_3388,MRI Scanner,Medical
asset_3389,Laptop,IT
asset_3390,Laptop,IT
asset_3391,Server,IT
asset_3392,Server,IT
asset_3393,Laptop,IT
asset_3394,PC,IT
asset_3395,MRI Scanner,Medical
asset_3396,MRI Scanner,Medical
asset_3397,Server,IT
asset_3398,Server,IT
asset_3399,Laptop,IT
asset_3400,Server,IT
asset_3401,MRI Scanner,Medical
asset_3402,PC,IT
asset_3403,PC,IT
asset_3404,Server,IT
asset_3405,ECG,Medical
asset_3406,PC,IT
asset_3407,Server,IT
asset_3408,Server,IT
asset_3409,PC,IT
asset_3410,Server,IT
asset_3411,Laptop,IT
asset_3412,PC,IT
asset_3413,Server,IT
asset_3414,Server,IT
asset_3415,Server,IT
asset_3416,Laptop,IT
asset_3417,Server,IT
asset_3418,Server,IT
asset_3419,PC,IT
asset_3420,MRI Scanner,Medical
asset_3421,Server,IT
asset_3422,Infusion Pump,Medical
asset_3423,Server,IT
asset_3424,ECG,Medical
asset_3425,MRI Scanner,Medical
asset_3426,PC,IT
asset_3427,ECG,Medical
asset_3428,Server,IT
asset_3429,MRI Scanner,Medical
asset_3430,MRI Scanner,Medical
asset_3431,Server,IT
asset_3432,MRI Scanner,Medical
asset_3433,Laptop,IT
asset_3434,ECG,Medical
asset_3435,Server,IT
asset_3436,ECG,Medical
asset_3437,Server,IT
asset_3438,PC,IT
asset_3439,Server,IT
asset_3440,Server,IT
asset_3441,PC,IT
asset_3442,Server,IT
asset_3443,Server,IT
asset_3444,PC,IT
asset_3445,Server,IT
asset_3446,PC,IT
asset_3447,Laptop,IT
asset_3448,Server,IT
asset_3449,Laptop,IT
asset_3450,Laptop,IT
asset_3451,PC,IT
asset_3452,Server,IT
asset_3453,PC,IT
asset_3454,Server,IT
asset_3455,Infusion Pump,Medical
asset_3456,Server,IT
asset_3457,Laptop,IT
asset_3458,MRI Scanner,Medical
asset_3459,PC,IT
asset_3460,Infusion Pump,Medical
asset_3461,PC,IT
asset_3462,PC,IT
asset_3463,PC,IT
asset_3464,PC,IT
asset_3465,Infusion Pump,Medical
asset_3466,Infusion Pump,Medical
asset_3467,Infusion Pump,Medical
asset_3468,Server,IT
asset_3469,Laptop,IT
asset_3470,PC,IT
asset_3471,ECG,Medical
asset_3472,Laptop,IT
asset_3473,PC,IT
asset_3474,Server,IT
asset_3475,MRI Scanner,Medical
asset_3476,Laptop,IT
asset_3477,Laptop,IT
asset_3478,Server,IT
asset_3479,Laptop,IT
asset_3480,PC,IT
asset_3481,Laptop,IT
asset_3482,MRI Scanner,Medical
asset_3483,Laptop,IT
asset_3484,Server,IT
asset_3485,ECG,Medical
asset_3486,Server,IT
asset_3487,PC,IT
asset_3488,Infusion Pump,Medical
asset_3489,Laptop,IT
asset_3490,Server,IT
asset_3491,Laptop,IT
asset_3492,Server,IT
asset_3493,Laptop,IT
asset_3494,MRI Scanner,Medical
asset_3495,Infusion Pump,Medical
asset_3496,PC,IT
asset_3497,PC,IT
asset_3498,Laptop,IT
asset_3499,Infusion Pump,Medical
asset_3500,PC,IT
asset_3501,PC,IT
asset_3502,Server,IT
asset_3503,Laptop,IT
asset_3504,PC,IT
asset_3505,PC,IT
asset_3506,Server,IT
asset_3507,Laptop,IT
asset_3508,Server,IT
asset_3509,PC,IT
asset_3510,ECG,Medical
asset_3511,ECG,Medical
asset_3512,ECG,Medical
asset_3513,Server,IT
asset_3514,PC,IT
asset_3515,MRI Scanner,Medical
asset_3516,Server,IT
asset_3517,Laptop,IT
asset_3518,PC,IT
asset_3519,MRI Scanner,Medical
asset_3520,PC,IT
asset_3521,Infusion Pump,Medical
asset_3522,Server,IT
asset_3523,Laptop,IT
asset_3524,Server,IT
asset_3525,Laptop,IT
asset_3526,Laptop,IT
asset_3527,Infusion Pump,Medical
asset_3528,Laptop,IT
asset_3529,Infusion Pump,Medical
asset_3530,Laptop,IT
asset_3531,Laptop,IT
asset_3532,Server,IT
asset_3533,Laptop,IT
asset_3534,Infusion Pump,Medical
asset_3535,PC,IT
asset_3536,Infusion Pump,Medical
asset_3537,PC,IT
asset_3538,Server,IT
asset_3539,MRI Scanner,Medical
asset_3540,PC,IT
asset_3541,Laptop,IT
asset_3542,Server,IT
asset_3543,ECG,Medical
asset_3544,Laptop,IT
asset_3545,Laptop,IT
asset_3546,Laptop,IT
asset_3547,Laptop,IT
asset_3548,Infusion Pump,Medical
asset_3549,ECG,Medical
asset_3550,Laptop,IT
asset_3551,PC,IT
asset_3552,PC,IT
asset_3553,Infusion Pump,Medical
asset_3554,ECG,Medical
asset_3555,Server,IT
asset_3556,Infusion Pump,Medical
asset_3557,Server,IT
asset_3558,MRI Scanner,Medical
asset_3559,Laptop,IT
asset_3560,ECG,Medical
asset_3561,ECG,Medical
asset_3562,MRI Scanner,Medical
asset_3563,PC,IT
asset_3564,PC,IT
asset_3565,Laptop,IT
asset_3566,Laptop,IT
asset_3567,MRI Scanner,Medical
asset_3568,PC,IT
asset_3569,PC,IT
asset_3570,Laptop,IT
asset_3571,PC,IT
asset_3572,Infusion Pump,Medical
asset_3573,MRI Scanner,Medical
asset_3574,PC,IT
asset_3575,ECG,Medical
asset_3576,PC,IT
asset_3577,Server,IT
asset_3578,PC,IT
asset_3579,Server,IT
asset_3580,Infusion Pump,Medical
asset_3581,Laptop,IT
asset_3582,Laptop,IT
asset_3583,Server,IT
asset_3584,PC,IT
asset_3585,Laptop,IT
asset_3586,Server,IT
asset_3587,Server,IT
asset_3588,MRI Scanner,Medical
asset_3589,Server,IT
