connection_type,ip,mac,device_id,category,sub_category,manufacturer,type,model,serial_number,os,sw_fw_version,hw_version,vlan,connector_device_id,ap_name,ap_location,risk_score_points,risk_score
Ethernet Connection,10.26.28.227,00:80:F5:00:FA:D3,CQPCUYPCXN,OT,Control,Schneider Electric,PLC,BMX P34 2020,N/A,Proprietary,02.70 - 4,N/A,324,N/A,N/A,N/A,48,Medium
Ethernet Connection,10.26.29.137,10:4B:46:9A:BC:35,CQPCXTRXWP,OT,Control,Mitsubishi,PLC,R04CPU,GZRH2STCA,Proprietary,13,N/A,324,N/A,N/A,N/A,31,Very Low
Ethernet Connection,10.26.28.228,00:80:F5:6D:35:B6,CQPDDKAARJ,OT,Control,Schneider Electric,PLC,BMX P34 2020,N/A,Proprietary,02.70 - 4,N/A,324,N/A,N/A,N/A,69,High
Ethernet Connection,10.26.29.91,00:0E:8C:0E:CA:89,CQPDGFDPPW,OT,Control,Siemens,PLC,CPU 317-2 PN/DP,M1R4ZTVMIS,Proprietary,V2.3.4,N/A,324,N/A,N/A,N/A,75,Critical
Ethernet Connection,10.26.28.229,00:80:F5:75:DF:06,CQPDJAHGVR,OT,Control,Schneider Electric,PLC,BMX P34 2020,N/A,Proprietary,02.70 - 4,N/A,324,N/A,N/A,N/A,60,High
Ethernet Connection,10.26.29.54,00:50:56:96:5A:40,CQPDKKWAJH,OT,Operation,Schneider Electric,Engineering Station,N/A,N/A,Proprietary,N/A,N/A,324,N/A,N/A,N/A,45,Medium
Ethernet Connection,10.26.29.92,00:50:56:2A:AF:E5,CQPDNFZQVG,OT,Operation,Siemens,HMI,SIMATIC-PC,N/A,Proprietary,N/A,N/A,324,N/A,N/A,N/A,62,High
Ethernet Connection,10.26.29.134,0A:65:BC:D6:EF:86,CQPDOQNZLV,OT,Control,Siemens,PLC,CPU 414-2 DP,N/A,N/A,V5.3,N/A,324,N/A,N/A,N/A,32,Very Low
Ethernet Connection,10.26.28.231,00:80:F5:E6:E8:72,CQPDRLSBOT,OT,Control,Schneider Electric,PLC,BME P58 1020,N/A,Proprietary,02.10 - 15,N/A,324,N/A,N/A,N/A,63,High
Ethernet Connection,10.26.29.133,00:1B:1B:C6:89:DC,CQPDSWGMWD,OT,Control,Siemens,PLC,CP 343-1,0M3QQ6J7U1,Proprietary,V3.0.23 Lean,N/A,324,N/A,N/A,N/A,64,High
Ethernet Connection,10.26.28.230,00:80:F5:18:25:0A,CQPDSWGXJN,OT,Control,Schneider Electric,PLC,BME P58 1020,N/A,Proprietary,02.10 - 15,N/A,324,N/A,N/A,N/A,70,Critical
Ethernet Connection,10.26.29.55,00:80:F5:F5:4E:1A,CQPDUGVSKN,OT,Control,Schneider Electric,PLC,TM221CE16R,N/A,Proprietary,1.5.0.1,N/A,324,N/A,N/A,N/A,77,Critical
Ethernet Connection,10.26.29.9,00:0E:8C:51:0B:D2,CQPDVRKMIC,OT,Control,Siemens,PLC,CPU 317-2 PN/DP,WDJ1ZT,Proprietary,V2.3.4,N/A,324,N/A,N/A,N/A,51,Medium
Ethernet Connection,10.26.29.132,28:63:36:0E:95:88,CQPDXBZAGL,OT,Control,Siemens,PLC,IM155-6PN HF,ACTN5VRS5,Proprietary,V3.3.0,N/A,324,N/A,N/A,N/A,37,Very Low
Ethernet Connection,10.26.29.131,28:63:36:4A:3D:FD,CQPDYMNWBF,OT,Control,Siemens,PLC,IM155-6PN HF,NJUI5AV,Proprietary,V3.3.0,N/A,324,N/A,N/A,N/A,34,Very Low
Ethernet Connection,10.26.28.183,00:1D:9C:8A:3E:86,CQPDYMOERK,OT,Control,Rockwell Automation,PLC,1763-L16BWA B/14.00,R4JF5QK48P,Proprietary,V2.014,N/A,324,N/A,N/A,N/A,79,Critical
Ethernet Connection,10.26.29.56,00:80:F5:F2:4B:34,CQPDZXCYOV,OT,Control,Schneider Electric,PLC,TM221CE16R,N/A,Proprietary,1.5.0.1,N/A,324,N/A,N/A,N/A,72,Critical
Ethernet Connection,10.26.29.8,28:63:36:0B:FF:00,CQPDZXCYYS,OT,Control,Siemens,PLC,CPU 1511-1 PN,C79JQW1Y,Proprietary,V1.8.4,N/A,324,N/A,N/A,N/A,51,Medium
Ethernet Connection,10.26.28.232,00:80:F5:2E:EC:37,CQPDZXCZIP,OT,Control,Schneider Electric,PLC,BMX P34 2020,N/A,Proprietary,02.70 - 4,N/A,324,N/A,N/A,N/A,46,Medium
Ethernet Connection,10.26.29.12,00:50:56:6C:36:83,CQPEBHRSMK,OT,Operation,Siemens,HMI,SIMATIC-PC,N/A,Proprietary,N/A,N/A,324,N/A,N/A,N/A,76,Critical
Ethernet Connection,10.26.29.57,00:80:F5:B8:13:D7,CQPEBHRSWF,OT,Control,Schneider Electric,PLC,TM221CE16R,N/A,Proprietary,1.5.0.1,N/A,324,N/A,N/A,N/A,43,Very Low
Ethernet Connection,10.26.28.185,00:1D:9C:87:36:A8,CQPECSGMTW,OT,Control,Rockwell Automation,PLC,1763-L16BWA B/14.00,3WQ4DGH0I,Proprietary,V2.014,N/A,324,N/A,N/A,N/A,59,Medium
Ethernet Connection,10.26.29.10,00:50:56:F0:17:38,CQPEECVKBY,OT,Operation,Siemens,HMI,SIMATIC-PC,N/A,Proprietary,N/A,N/A,324,N/A,N/A,N/A,75,Critical
Ethernet Connection,10.26.29.11,00:50:56:5F:8C:65,CQPEFNKFDA,OT,Operation,Siemens,HMI,SIMATIC-PC,N/A,Proprietary,N/A,N/A,324,N/A,N/A,N/A,50,Medium
Ethernet Connection,10.26.29.130,28:63:36:D2:B0:D0,CQPEIINSQP,OT,Control,Siemens,PLC,CPU 315-2 PN/DP,PVMVF,Proprietary,V3.2.11,N/A,324,N/A,N/A,N/A,35,Very Low
Ethernet Connection,10.24.10.224,10:4B:46:D5:5E:B9,CQPBAEOWOL,OT,Control,Mitsubishi,PLC,R04CPU,V3THWHI,Proprietary,13,N/A,325,N/A,N/A,N/A,77,Critical
Ethernet Connection,10.24.10.85,00:00:23:36:04:9B,CQPBBPDQJQ,OT,Process,ABB,RTU,AC 800M PM851,N/A,Proprietary,5.1.305.0,N/A,325,N/A,N/A,N/A,48,Medium
Ethernet Connection,10.24.10.132,00:00:23:CF:4C:D7,CQPBFUWBWR,OT,Process,ABB,RTU,AC 800M PM851,N/A,Proprietary,5.1.1300.11,N/A,325,N/A,N/A,N/A,51,Medium
Ethernet Connection,10.24.10.223,00:50:56:86:4C:BE,CQPBFUWFTN,OT,Operation,Mitsubishi,Engineering Station,N/A,N/A,Proprietary,N/A,N/A,325,N/A,N/A,N/A,61,High
Ethernet Connection,10.24.10.133,00:00:23:7A:06:EA,CQPBKAONTP,OT,Process,ABB,RTU,AC 800M PM851,N/A,Proprietary,5.1.305.0,N/A,325,N/A,N/A,N/A,58,Medium
Ethernet Connection,10.24.10.86,00:00:23:95:5C:3D,CQPBKAOODM,OT,Process,ABB,RTU,AC 800M PM851,N/A,Proprietary,5.1.1300.11,N/A,325,N/A,N/A,N/A,46,Medium
Ethernet Connection,10.24.10.220,0A:65:BC:C8:15:0A,CQPBKAOTDV,OT,Control,GE,PLC,5ETM001A,1PJ2K,N/A,"v7.75 [E0L0] (Boot: v5.10 [17C2], HW: v10.00)",N/A,325,N/A,N/A,N/A,51,Medium
Ethernet Connection,10.24.10.134,00:00:23:09:D9:2A,CQPBRBKOFH,OT,Process,ABB,RTU,AC 800M PM851,N/A,Proprietary,5.1.305.0,N/A,325,N/A,N/A,N/A,57,Medium
Ethernet Connection,10.24.10.135,00:00:23:C5:6F:CE,CQPBYCGQEJ,OT,Process,ABB,RTU,AC 800M PM851,N/A,Proprietary,5.1.1300.11,N/A,325,N/A,N/A,N/A,65,High
Ethernet Connection,10.24.10.219,00:80:F5:FF:78:A8,CQPBYCHDDN,OT,Control,Schneider Electric,PLC,BMX P34 2020,N/A,Proprietary,02.70 - 4,N/A,325,N/A,N/A,N/A,75,Critical
Ethernet Connection,10.24.10.218,00:80:F5:46:08:C5,CQPBZMVYYH,OT,Control,Schneider Electric,PLC,TM221CE16R,N/A,Proprietary,1.5.0.1,N/A,325,N/A,N/A,N/A,65,High
Ethernet Connection,10.24.10.217,00:80:F5:9E:9A:1E,CQPCAXKUTB,OT,Control,Schneider Electric,PLC,BME P58 1020,N/A,Proprietary,02.10 - 15,N/A,325,N/A,N/A,N/A,31,Very Low
Ethernet Connection,10.24.10.87,00:80:F5:C2:4B:5E,CQPCDSNVFE,OT,Control,Schneider Electric,PLC,BME P58 1020,N/A,Proprietary,02.10 - 15,N/A,325,N/A,N/A,N/A,72,Critical
Ethernet Connection,10.24.10.166,00:00:23:D1:47:74,CQPCFDCQZW,OT,Process,ABB,RTU,AC 800M PM851,N/A,Proprietary,5.1.1300.11,N/A,325,N/A,N/A,N/A,56,Medium
Ethernet Connection,10.24.10.89,00:80:F5:86:C6:53,CQPCJIVBJM,OT,Control,Schneider Electric,PLC,BMX P34 2020,N/A,Proprietary,02.70 - 4,N/A,325,N/A,N/A,N/A,66,High
Ethernet Connection,10.24.10.88,00:80:F5:AD:4B:B2,CQPCMDYSZA,OT,Control,Schneider Electric,PLC,TM221CE16R,N/A,Proprietary,1.5.0.1,N/A,325,N/A,N/A,N/A,61,High
Ethernet Connection,10.24.10.212,10:4B:46:51:26:63,CQPCQJSANN,OT,Control,Mitsubishi,PLC,R04CPU,BGEIFE7LYI9R,Proprietary,13,N/A,325,N/A,N/A,N/A,37,Very Low
Ethernet Connection,10.24.10.211,08:00:70:BB:D8:50,CQPCRUGWIH,OT,Control,Mitsubishi,PLC,Q25HCPU,N/A,Proprietary,N/A,N/A,325,N/A,N/A,N/A,48,Medium
Ethernet Connection,10.24.10.136,00:80:F5:1F:48:EA,CQPCUYPDRD,OT,Control,Schneider Electric,PLC,BMX P34 2020,N/A,Proprietary,02.70 - 4,N/A,325,N/A,N/A,N/A,33,Very Low
Ethernet Connection,10.24.10.167,28:63:36:9F:7D:DE,CQPCZEHOKM,OT,Control,Siemens,PLC,CPU 315-2 PN/DP,DFWFCV9P3,Proprietary,V3.2.11,N/A,325,N/A,N/A,N/A,62,High
Ethernet Connection,10.24.10.47,00:80:F5:AF:30:37,CQPDAOWJBV,OT,Control,Schneider Electric,PLC,TM221CE16R,N/A,Proprietary,1.5.0.1,N/A,325,N/A,N/A,N/A,30,Very Low
Ethernet Connection,10.24.10.168,28:63:36:CF:1F:10,CQPDAOWJLO,OT,Control,Siemens,PLC,CPU 1511-1 PN,1JKF3CXL1,Proprietary,V1.8.4,N/A,325,N/A,N/A,N/A,50,Medium
Ethernet Connection,10.24.10.210,08:00:70:7D:58:52,CQPDBZKLGX,OT,Control,Mitsubishi,PLC,Q25HCPU,N/A,Proprietary,N/A,N/A,325,N/A,N/A,N/A,59,Medium
Ethernet Connection,10.24.10.46,00:80:F5:C0:5B:33,CQPDBZLEWP,OT,Control,Schneider Electric,PLC,BME P58 1020,N/A,Proprietary,02.10 - 15,N/A,325,N/A,N/A,N/A,48,Medium
Ethernet Connection,10.24.10.209,08:00:70:91:CB:97,CQPDDJZHBR,OT,Control,Mitsubishi,PLC,Q25HCPU,N/A,Proprietary,N/A,N/A,325,N/A,N/A,N/A,69,High
Ethernet Connection,10.24.10.169,00:1B:1B:4A:76:13,CQPDDJZZNS,OT,Control,Siemens,PLC,CP 343-1,YG7C13B6,Proprietary,V3.0.23,N/A,325,N/A,N/A,N/A,77,Critical
Ethernet Connection,10.24.10.170,28:63:36:2C:EB:B2,CQPDEUOUOU,OT,Control,Siemens,PLC,CPU 315-2 PN/DP,UBHQHM,Proprietary,V3.2.11,N/A,325,N/A,N/A,N/A,47,Medium
Ethernet Connection,10.24.10.208,08:00:70:8C:72:01,CQPDGFCYRF,OT,Control,Mitsubishi,PLC,Q25HCPU,N/A,Proprietary,N/A,N/A,325,N/A,N/A,N/A,35,Very Low
Ethernet Connection,10.24.10.171,00:1B:1B:6F:AE:9F,CQPDHPSKQY,OT,Control,Siemens,PLC,CP 343-1,HQREL00L,Proprietary,V3.0.23,N/A,325,N/A,N/A,N/A,36,Very Low
Ethernet Connection,10.24.10.172,28:63:36:7A:38:5D,CQPDJAHFSA,OT,Control,Siemens,PLC,CPU 315-2 PN/DP,GNKPDG,Proprietary,V3.2.11,N/A,325,N/A,N/A,N/A,77,Critical
Ethernet Connection,10.24.10.51,00:80:F5:DF:93:42,CQPDKKVZPR,OT,Control,Schneider Electric,PLC,BMX P34 2020,N/A,Proprietary,02.70 - 4,N/A,325,N/A,N/A,N/A,42,Very Low
Ethernet Connection,10.24.10.173,00:50:56:BB:7E:AE,CQPDKKWATC,OT,Operation,Siemens,HMI,SIMATIC-PC,N/A,Proprietary,N/A,N/A,325,N/A,N/A,N/A,46,Medium
Ethernet Connection,10.24.10.174,00:50:56:68:5E:8D,CQPDLVKVUE,OT,Operation,Siemens,HMI,SIMATIC-PC,N/A,Proprietary,N/A,N/A,325,N/A,N/A,N/A,73,Critical
Ethernet Connection,10.24.10.90,28:63:36:AA:96:37,CQPDOQOMQC,OT,Control,Siemens,PLC,CPU 315-2 PN/DP,V5FJZH82OT,Proprietary,V3.2.11,N/A,325,N/A,N/A,N/A,39,Very Low
Ethernet Connection,10.24.10.53,00:80:F5:43:BA:95,CQPDQBDFTZ,OT,Control,Schneider Electric,PLC,TM221CE16R,N/A,Proprietary,1.5.0.1,N/A,325,N/A,N/A,N/A,74,Critical
Ethernet Connection,10.24.10.22,00:1D:9C:75:BC:C4,CQPDRLSALG,OT,Control,Rockwell Automation,PLC,1763-L16BWA B/14.00,1J136M,Proprietary,V2.014,N/A,325,N/A,N/A,N/A,31,Very Low
Ethernet Connection,10.24.10.91,28:63:36:04:D2:B1,CQPDRLSBEW,OT,Control,Siemens,PLC,IM155-6PN HF,PQEEFO1HF04D,Proprietary,V3.3.0,N/A,325,N/A,N/A,N/A,51,Medium
Ethernet Connection,10.24.10.137,00:80:F5:E1:5A:14,CQPDRLSCIJ,OT,Control,Schneider Electric,PLC,BME P58 1020,N/A,Proprietary,02.10 - 15,N/A,325,N/A,N/A,N/A,39,Very Low
Ethernet Connection,10.24.10.138,00:80:F5:E8:B9:3A,CQPDSWGWPT,OT,Control,Schneider Electric,PLC,BME P58 1020,N/A,Proprietary,02.10 - 15,N/A,325,N/A,N/A,N/A,70,Critical
Ethernet Connection,10.24.10.52,00:80:F5:E1:BE:04,CQPDUGVTEH,OT,Control,Schneider Electric,PLC,BME P58 1020,N/A,Proprietary,02.10 - 15,N/A,325,N/A,N/A,N/A,49,Medium
Ethernet Connection,10.24.10.207,00:1B:1B:75:38:A2,CQPDVRKELR,OT,Control,Siemens,PLC,CP 343-1,PJZ8Z9,Proprietary,V3.0.23 Lean,N/A,325,N/A,N/A,N/A,42,Very Low
Ethernet Connection,10.24.10.93,28:63:36:3B:AA:BA,CQPDXBZHJE,OT,Control,Siemens,PLC,CPU 315-2 PN/DP,PRF99IBIF0K9,Proprietary,V3.2.11,N/A,325,N/A,N/A,N/A,78,Critical
Ethernet Connection,10.24.10.92,28:63:36:D5:29:F0,CQPDYMODXQ,OT,Control,Siemens,PLC,CPU 1511-1 PN,KZOZ02JJT,Proprietary,V1.8.4,N/A,325,N/A,N/A,N/A,80,Critical
Ethernet Connection,10.24.10.21,F4:54:33:5C:14:BD,CQPDZXCZSM,OT,Control,Rockwell Automation,PLC,1747-L553/C C/13 - DC 3.54,O2O5TQH,Proprietary,V3.013,N/A,325,N/A,N/A,N/A,66,High
Ethernet Connection,10.24.10.206,00:1B:1B:2F:B4:52,CQPEBHRNQT,OT,Control,Siemens,PLC,CP 343-1,6F9EX4SUB3F,Proprietary,V3.0.23 Lean,N/A,325,N/A,N/A,N/A,34,Very Low
Ethernet Connection,10.24.10.205,00:0E:8C:63:5C:7F,CQPECSGJLN,OT,Control,Siemens,PLC,CPU 317-2 PN/DP,NS3I0KA2SS,Proprietary,V2.3.4,N/A,325,N/A,N/A,N/A,66,High
Ethernet Connection,10.24.10.94,00:50:56:8A:00:40,CQPECSGNNM,OT,Operation,Siemens,HMI,SIMATIC-PC,N/A,Proprietary,N/A,N/A,325,N/A,N/A,N/A,75,Critical
Ethernet Connection,10.24.10.56,00:80:F5:19:BF:96,CQPECSGNXJ,OT,Control,Schneider Electric,PLC,BMX P34 2020,N/A,Proprietary,02.70 - 4,N/A,325,N/A,N/A,N/A,60,High
Ethernet Connection,10.24.10.204,00:1B:1B:EE:EE:97,CQPEECVFGH,OT,Control,Siemens,PLC,CP 343-1,8N9K796X,Proprietary,V3.0.23 Lean,N/A,325,N/A,N/A,N/A,70,Critical
Ethernet Connection,10.24.10.55,00:80:F5:DF:0B:98,CQPEECVJSD,OT,Control,Schneider Electric,PLC,BMX P34 2020,N/A,Proprietary,02.70 - 4,N/A,325,N/A,N/A,N/A,31,Very Low
Ethernet Connection,10.24.10.54,00:80:F5:21:CB:EA,CQPEFNKFMX,OT,Control,Schneider Electric,PLC,BMX P34 2020,N/A,Proprietary,02.70 - 4,N/A,325,N/A,N/A,N/A,46,Medium
Ethernet Connection,10.24.10.203,00:1B:1B:D2:18:80,CQPEGXYWVV,OT,Control,Siemens,PLC,CP 343-1,5LYGQ,Proprietary,V3.0.23,N/A,325,N/A,N/A,N/A,80,Critical
Ethernet Connection,10.24.10.175,00:09:91:A1:70:C3,CQPEGXYZKI,OT,Control,GE,PLC,IC695CPE310-ABAL,B06B2O,Proprietary,"v8.30 [E4DS] (Boot: v8.05 [B336], HW: v8.00)",N/A,325,N/A,N/A,N/A,55,Medium
Ethernet Connection,10.6.99.71,10:2B:05:6B:71:4E,CQPBBPMCMT,IoT,General IoT,HP,Printer,LaserJet P4015,N/A,N/A,N/A,N/A,970,N/A,N/A,N/A,62,High
Wireless Connection,10.6.44.246,11:F0:0B:BC:8B:C7,CQPBAEOYVH,IoT,Mobile Devices,Samsung,Smartphone,Galaxy S9+,N/A,Android,N/A,N/A,970,N/A,CL23639418,clinton > Building 1 > Floor 2,32,Very Low
Wireless Connection,10.6.48.132,08:09:0B:F5:83:1D,CQPBAEPAIN,IoT,Mobile Devices,Apple,Smartphone,iPhone,N/A,iOS,N/A,N/A,970,N/A,BR44827738,bronx > Building 3 > Floor 4,43,Very Low
Wireless Connection,10.6.51.59,08:09:0B:A8:64:CB,CQPBAEPBLY,IoT,Mobile Devices,Apple,Smartphone,iPhone Xs,N/A,iOS,N/A,N/A,970,N/A,BR38471894,bronx > Building 2 > Floor 4,43,Very Low
Wireless Connection,10.6.54.7,08:09:0B:B0:14:1C,CQPBAEPCPJ,IoT,Mobile Devices,Apple,Smartphone,iPhone 4,N/A,iOS,N/A,N/A,970,N/A,CO41039456,columbia > Building 2 > Floor 8,63,High
Wireless Connection,10.6.54.237,08:09:0B:E2:69:17,CQPBAEPCZE,IoT,Mobile Devices,Apple,Smartphone,iPhone 7 Plus,N/A,iOS,N/A,N/A,970,N/A,CO55813281,columbia > Building 4 > Floor 5,58,Medium
Wireless Connection,10.6.55.216,08:09:0B:55:A2:2E,CQPBAEPDIZ,IoT,Mobile Devices,Apple,Smartphone,iPhone 6,N/A,iOS,N/A,N/A,970,N/A,CL91363482,clinton > Building 6 > Floor 8,36,Very Low
Wireless Connection,10.6.57.168,08:09:0B:8A:21:6C,CQPBAEPECP,IoT,Mobile Devices,Apple,Smartphone,iPhone 8 Plus,N/A,iOS,N/A,N/A,970,N/A,CO18730893,columbia > Building 3 > Floor 2,48,Medium
Wireless Connection,10.6.58.140,08:09:0B:6B:6A:CA,CQPBAEPEMK,IoT,Mobile Devices,Apple,Smartphone,iPhone 5s,N/A,iOS,N/A,N/A,970,N/A,BR44719933,bronx > Building 1 > Floor 6,48,Medium
Wireless Connection,10.6.60.97,08:09:0B:A5:52:2F,CQPBAEPFGA,IoT,Mobile Devices,Apple,Smartphone,iPhone Xs Max,N/A,iOS,N/A,N/A,970,N/A,BR85332359,bronx > Building 5 > Floor 9,72,Critical
Wireless Connection,10.6.61.70,08:09:0B:B5:B1:67,CQPBAEPFPV,IoT,Mobile Devices,Apple,Smartphone,iPhone 6,N/A,iOS,N/A,N/A,970,N/A,CO13040995,columbia > Building 5 > Floor 7,67,High
Wireless Connection,10.6.62.40,08:09:0B:74:94:0C,CQPBAEPFZQ,IoT,Mobile Devices,Apple,Smartphone,iPhone 3GS,N/A,iOS,N/A,N/A,970,N/A,BR49265923,bronx > Building 5 > Floor 5,55,Medium
Wireless Connection,10.6.63.8,08:09:0B:02:F8:11,CQPBAEPGJL,IoT,Mobile Devices,Apple,Smartphone,iPhone XR,N/A,iOS,N/A,N/A,970,N/A,BR33672208,bronx > Building 4 > Floor 5,49,Medium
Wireless Connection,10.6.64.223,08:09:0B:D3:7E:5B,CQPBAEPHDB,IoT,Mobile Devices,Apple,Smartphone,iPhone 7,N/A,iOS,N/A,N/A,970,N/A,AL21836757,albany > Building 5 > Floor 8,62,High
Wireless Connection,10.6.65.202,08:09:0B:96:2B:92,CQPBAEPHMW,IoT,Mobile Devices,Apple,Smartphone,iPhone 4,N/A,iOS,N/A,N/A,970,N/A,CO38022994,columbia > Building 1 > Floor 1,45,Medium
Wireless Connection,10.6.66.171,08:09:0B:98:CE:6E,CQPBAEPHWR,IoT,Mobile Devices,Apple,Smartphone,iPhone 5s,N/A,iOS,N/A,N/A,970,N/A,CL71541441,clinton > Building 5 > Floor 2,49,Medium
Wireless Connection,10.6.67.146,08:09:0B:AE:72:28,CQPBAEPIGM,IoT,Mobile Devices,Apple,Smartphone,iPhone XR,N/A,iOS,N/A,N/A,970,N/A,AL18776830,albany > Building 6 > Floor 6,62,High
Wireless Connection,10.6.68.183,08:09:0B:42:6D:AA,CQPBAEPISV,IoT,Mobile Devices,Apple,Smartphone,iPhone Xs,N/A,iOS,N/A,N/A,970,N/A,AL25635655,albany > Building 4 > Floor 3,66,High
Wireless Connection,10.6.70.133,08:09:0B:F1:ED:40,CQPBAEPJMP,IoT,Mobile Devices,Apple,Smartphone,iPhone 5,N/A,iOS,N/A,N/A,970,N/A,BR51097712,bronx > Building 1 > Floor 6,51,Medium
Wireless Connection,10.6.71.113,08:09:0B:27:10:EF,CQPBAEPJWM,IoT,Mobile Devices,Apple,Smartphone,iPhone Xs Max,N/A,iOS,N/A,N/A,970,N/A,AL68204166,albany > Building 3 > Floor 8,66,High
Wireless Connection,10.6.72.84,08:09:0B:35:D9:30,CQPBAEPKGJ,IoT,Mobile Devices,Apple,Smartphone,iPhone 8 Plus,N/A,iOS,N/A,N/A,970,N/A,AL63605432,albany > Building 5 > Floor 6,79,Critical
Wireless Connection,10.6.74.31,08:09:0B:76:2C:A5,CQPBAEPLAD,IoT,Mobile Devices,Apple,Smartphone,iPhone 5s,N/A,iOS,N/A,N/A,970,N/A,WA36787906,washington > Building 3 > Floor 6,43,Very Low
Wireless Connection,10.6.75.11,08:09:0B:CB:4D:DE,CQPBAEPLKA,IoT,Mobile Devices,Apple,Smartphone,iPhone 8,N/A,iOS,N/A,N/A,970,N/A,WA88720230,washington > Building 6 > Floor 9,57,Medium
Wireless Connection,10.6.75.243,08:09:0B:07:A8:4E,CQPBAEPLTX,IoT,Mobile Devices,Apple,Smartphone,iPhone 8 Plus,N/A,iOS,N/A,N/A,970,N/A,AL29663207,albany > Building 5 > Floor 6,57,Medium
Wireless Connection,10.6.77.199,08:09:0B:C8:65:15,CQPBAEPMNR,IoT,Mobile Devices,Apple,Smartphone,iPhone Xs,N/A,iOS,N/A,N/A,970,N/A,CL58008873,clinton > Building 5 > Floor 5,47,Medium
Wireless Connection,10.6.78.178,08:09:0B:11:32:6C,CQPBAEPMXO,IoT,Mobile Devices,Apple,Smartphone,iPhone 5s,N/A,iOS,N/A,N/A,970,N/A,CO52471505,columbia > Building 6 > Floor 9,56,Medium
Wireless Connection,10.6.81.94,08:09:0B:47:FE:65,CQPBAEPOBF,IoT,Mobile Devices,Apple,Smartphone,iPhone 4,N/A,iOS,N/A,N/A,970,N/A,BR61365987,bronx > Building 4 > Floor 5,70,Critical
Wireless Connection,10.6.82.74,08:09:0B:1E:4C:FC,CQPBAEPOLC,IoT,Mobile Devices,Apple,Smartphone,iPhone 6,N/A,iOS,N/A,N/A,970,N/A,CL86293044,clinton > Building 5 > Floor 5,59,Medium
Wireless Connection,10.6.86.190,08:09:0B:04:60:F1,CQPBAEPQIN,IoT,Mobile Devices,Apple,Smartphone,iPhone 3G,N/A,iOS,N/A,N/A,970,N/A,WA58487900,washington > Building 1 > Floor 2,36,Very Low
Wireless Connection,10.6.87.161,08:09:0B:0D:10:D0,CQPBAEPQSK,IoT,Mobile Devices,Apple,Smartphone,iPhone 8 Plus,N/A,iOS,N/A,N/A,970,N/A,AL83146962,albany > Building 5 > Floor 9,41,Very Low
Wireless Connection,10.6.88.138,08:09:0B:37:F9:A0,CQPBAEPRCH,IoT,Mobile Devices,Apple,Smartphone,iPhone 8 Plus,N/A,iOS,N/A,N/A,970,N/A,WA92383550,washington > Building 5 > Floor 9,60,High
Wireless Connection,10.6.92.31,08:09:0B:A2:79:86,CQPBAEPSPV,IoT,Mobile Devices,Apple,Smartphone,iPhone X,N/A,iOS,N/A,N/A,970,N/A,AL45323924,albany > Building 3 > Floor 8,51,Medium
Wireless Connection,10.6.94.232,08:09:0B:3D:6E:67,CQPBAEPTTM,IoT,Mobile Devices,Apple,Smartphone,iPhone 5s,N/A,iOS,N/A,N/A,970,N/A,CO38451197,columbia > Building 3 > Floor 8,43,Very Low
Wireless Connection,10.6.95.209,08:09:0B:80:2B:8A,CQPBAEPUDJ,IoT,Mobile Devices,Apple,Smartphone,iPhone SE,N/A,iOS,N/A,N/A,970,N/A,BR72164371,bronx > Building 6 > Floor 9,46,Medium
Wireless Connection,10.6.98.79,4C:56:9D:5E:3C:4D,CQPBAEPVEO,IoT,Mobile Devices,Apple,Tablet,iPad Air,N/A,iOS,N/A,N/A,970,N/A,WA78453859,washington > Building 6 > Floor 2,52,Medium
Ethernet Connection,10.6.99.70,10:2B:05:85:4D:C6,CQPBDAIJLB,IoT,General IoT,RICOH,Printer,up4345a,N/A,N/A,N/A,N/A,970,N/A,N/A,N/A,78,Critical
Wireless Connection,10.6.49.103,08:09:0B:C0:22:90,CQPBBPDVTK,IoT,Mobile Devices,Apple,Smartphone,iPhone 5c,N/A,iOS,N/A,N/A,970,N/A,CL12434059,clinton > Building 3 > Floor 6,45,Medium
Wireless Connection,10.6.50.82,08:09:0B:C4:42:ED,CQPBBPDWWX,IoT,Mobile Devices,Apple,Smartphone,iPhone 5c,N/A,iOS,N/A,N/A,970,N/A,CL74753944,clinton > Building 2 > Floor 9,75,Critical
Wireless Connection,10.6.52.36,08:09:0B:D6:3F:8B,CQPBBPDXQN,IoT,Mobile Devices,Apple,Smartphone,iPhone 5,N/A,iOS,N/A,N/A,970,N/A,CO36081095,columbia > Building 1 > Floor 3,35,Very Low
Wireless Connection,10.6.61.69,08:09:0B:3C:44:9F,CQPBBPEBKP,IoT,Mobile Devices,Apple,Smartphone,iPhone 5s,N/A,iOS,N/A,N/A,970,N/A,CL48258565,clinton > Building 6 > Floor 3,60,High
Wireless Connection,10.6.64.222,08:09:0B:E8:B2:1B,CQPBBPECXV,IoT,Mobile Devices,Apple,Smartphone,iPhone 4,N/A,iOS,N/A,N/A,970,N/A,CL14331574,clinton > Building 4 > Floor 8,67,High
Wireless Connection,10.6.66.170,08:09:0B:41:47:F1,CQPBBPEDRL,IoT,Mobile Devices,Apple,Smartphone,iPhone X,N/A,iOS,N/A,N/A,970,N/A,BR09077870,bronx > Building 6 > Floor 3,31,Very Low
